Y_pestis_CO92_2014	Y_pestis_CO92	Similarity_Y_pestis_CO92_2014.to.Y_pestis_CO92	Similarity_Y_pestis_CO92.to.Y_pestis_CO92_2014
KGA53234.1	gnl|YPES214092|GKDD-3358-MONOMER	100.0	100.0
KGA53235.1	gnl|YPES214092|GKDD-3323-MONOMER	100.0	100.0
KGA53236.1	gnl|YPES214092|GKDD-263-MONOMER	100.0	100.0
KGA53237.1	gnl|YPES214092|GKDD-3281-MONOMER	100.0	100.0
KGA53238.1	gnl|YPES214092|GKDD-3344-MONOMER	100.0	100.0
KGA53239.1	gnl|YPES214092|GKDD-3297-MONOMER	100.0	100.0
KGA53240.1	gnl|YPES214092|GKDD-287-MONOMER	100.0	100.0
KGA53241.1	gnl|YPES214092|GKDD-237-MONOMER	100.0	100.0
KGA53242.1	gnl|YPES214092|GKDD-259-MONOMER	100.0	100.0
KGA53243.1	gnl|YPES214092|GKDD-3300-MONOMER	100.0	100.0
KGA53244.1	gnl|YPES214092|GKDD-257-MONOMER	100.0	100.0
KGA53246.1	gnl|YPES214092|GKDD-3299-MONOMER	100.0	100.0
KGA53265.1	gnl|YPES214092|GKDD-180-MONOMER	100.0	100.0
KGA53248.1	gnl|YPES214092|GKDD-229-MONOMER	100.0	100.0
KGA53249.1	gnl|YPES214092|GKDD-184-MONOMER	100.0	100.0
KGA53251.1	gnl|YPES214092|GKDD-3308-MONOMER	100.0	100.0
KGA53252.1	gnl|YPES214092|GKDD-192-MONOMER	100.0	100.0
KGA53254.1	gnl|YPES214092|GKDD-3353-MONOMER	100.0	100.0
KGA53255.1	gnl|YPES214092|GKDD-246-MONOMER	100.0	100.0
KGA53256.1	gnl|YPES214092|GKDD-211-MONOMER	100.0	100.0
KGA53257.1	gnl|YPES214092|GKDD-3269-MONOMER	100.0	100.0
KGA53258.1	gnl|YPES214092|GKDD-171-MONOMER	100.0	100.0
KGA53259.1	gnl|YPES214092|GKDD-182-MONOMER	100.0	100.0
KGA53260.1	gnl|YPES214092|GKDD-3271-MONOMER	100.0	100.0
KGA53262.1	gnl|YPES214092|GKDD-274-MONOMER	100.0	100.0
KGA53263.1	gnl|YPES214092|GKDD-3343-MONOMER	100.0	100.0
KGA53264.1	gnl|YPES214092|GKDD-3309-MONOMER	100.0	100.0
KGA53301.1	gnl|YPES214092|GKDD-236-MONOMER	100.0	100.0
KGA53302.1	gnl|YPES214092|GKDD-183-MONOMER	100.0	100.0
KGA53303.1	gnl|YPES214092|GKDD-3266-MONOMER	100.0	100.0
KGA53358.1	gnl|YPES214092|GKDD-3339-MONOMER	100.0	100.0
KGA53342.1	gnl|YPES214092|GKDD-3334-MONOMER	100.0	100.0
KGA53343.1	gnl|YPES214092|GKDD-3264-MONOMER	100.0	100.0
KGA53344.1	gnl|YPES214092|GKDD-228-MONOMER	100.0	100.0
KGA53345.1	gnl|YPES214092|GKDD-225-MONOMER	100.0	100.0
KGA53347.1	gnl|YPES214092|GKDD-3337-MONOMER	100.0	100.0
KGA53348.1	gnl|YPES214092|GKDD-264-MONOMER	100.0	100.0
KGA53349.1	gnl|YPES214092|GKDD-218-MONOMER	100.0	100.0
KGA53350.1	gnl|YPES214092|GKDD-3349-MONOMER	100.0	100.0
KGA53351.1	gnl|YPES214092|GKDD-3352-MONOMER	100.0	100.0
KGA53352.1	gnl|YPES214092|GKDD-198-MONOMER	100.0	100.0
KGA53353.1	gnl|YPES214092|GKDD-247-MONOMER	100.0	100.0
KGA53354.1	gnl|YPES214092|GKDD-3261-MONOMER	100.0	100.0
KGA53355.1	gnl|YPES214092|GKDD-191-MONOMER	100.0	100.0
KGA53356.1	gnl|YPES214092|GKDD-244-MONOMER	100.0	100.0
KGA53359.1	gnl|YPES214092|GKDD-3361-MONOMER	100.0	100.0
KGA53304.1	gnl|YPES214092|GKDD-245-MONOMER	100.0	100.0
KGA53360.1	gnl|YPES214092|GKDD-3328-MONOMER	100.0	100.0
KGA53361.1	gnl|YPES214092|GKDD-289-MONOMER	100.0	100.0
KGA53362.1	gnl|YPES214092|GKDD-174-MONOMER	100.0	100.0
KGA53363.1	gnl|YPES214092|GKDD-202-MONOMER	100.0	100.0
KGA53365.1	gnl|YPES214092|GKDD-217-MONOMER	100.0	100.0
KGA53366.1	gnl|YPES214092|GKDD-3286-MONOMER	100.0	100.0
KGA53367.1	gnl|YPES214092|GKDD-231-MONOMER	100.0	100.0
KGA53368.1	gnl|YPES214092|GKDD-3330-MONOMER	100.0	100.0
KGA53369.1	gnl|YPES214092|GKDD-270-MONOMER	100.0	100.0
KGA53371.1	gnl|YPES214092|GKDD-3294-MONOMER	100.0	100.0
KGA53372.1	gnl|YPES214092|GKDD-3338-MONOMER	100.0	100.0
KGA53374.1	gnl|YPES214092|GKDD-181-MONOMER	100.0	100.0
KGA53375.1	gnl|YPES214092|GKDD-3346-MONOMER	100.0	100.0
KGA53377.1	gnl|YPES214092|GKDD-179-MONOMER	100.0	100.0
KGA53341.1	gnl|YPES214092|GKDD-282-MONOMER	100.0	100.0
KGA53340.1	gnl|YPES214092|GKDD-3350-MONOMER	100.0	100.0
KGA53339.1	gnl|YPES214092|GKDD-3347-MONOMER	100.0	100.0
KGA53338.1	gnl|YPES214092|GKDD-3302-MONOMER	100.0	100.0
KGA53305.1	gnl|YPES214092|GKDD-233-MONOMER	100.0	100.0
KGA53306.1	gnl|YPES214092|GKDD-248-MONOMER	100.0	100.0
KGA53307.1	gnl|YPES214092|GKDD-214-MONOMER	100.0	100.0
KGA53308.1	gnl|YPES214092|GKDD-243-MONOMER	100.0	100.0
KGA53309.1	gnl|YPES214092|GKDD-199-MONOMER	100.0	100.0
KGA53310.1	gnl|YPES214092|GKDD-271-MONOMER	100.0	100.0
KGA53311.1	gnl|YPES214092|GKDD-222-MONOMER	100.0	100.0
KGA53312.1	gnl|YPES214092|GKDD-255-MONOMER	100.0	100.0
KGA53313.1	gnl|YPES214092|GKDD-3296-MONOMER	100.0	100.0
KGA53314.1	gnl|YPES214092|GKDD-3303-MONOMER	100.0	100.0
KGA53315.1	gnl|YPES214092|GKDD-3354-MONOMER	100.0	100.0
KGA53316.1	gnl|YPES214092|GKDD-234-MONOMER	100.0	100.0
KGA53317.1	gnl|YPES214092|GKDD-3277-MONOMER	100.0	100.0
KGA53318.1	gnl|YPES214092|GKDD-3278-MONOMER	100.0	100.0
KGA53320.1	gnl|YPES214092|GKDD-239-MONOMER	100.0	100.0
KGA53322.1	gnl|YPES214092|GKDD-3341-MONOMER	100.0	100.0
KGA53323.1	gnl|YPES214092|GKDD-269-MONOMER	100.0	100.0
KGA53324.1	gnl|YPES214092|GKDD-188-MONOMER	100.0	100.0
KGA53326.1	gnl|YPES214092|GKDD-3263-MONOMER	100.0	100.0
KGA53327.1	gnl|YPES214092|GKDD-208-MONOMER	100.0	100.0
KGA53328.1	gnl|YPES214092|GKDD-189-MONOMER	100.0	100.0
KGA53329.1	gnl|YPES214092|GKDD-3272-MONOMER	100.0	100.0
KGA53330.1	gnl|YPES214092|GKDD-3273-MONOMER	100.0	100.0
KGA53331.1	gnl|YPES214092|GKDD-3321-MONOMER	100.0	100.0
KGA53332.1	gnl|YPES214092|GKDD-3265-MONOMER	100.0	100.0
KGA53333.1	gnl|YPES214092|GKDD-273-MONOMER	100.0	100.0
KGA53334.1	gnl|YPES214092|GKDD-3336-MONOMER	100.0	100.0
KGA53335.1	gnl|YPES214092|GKDD-3259-MONOMER	100.0	100.0
KGA53337.1	gnl|YPES214092|GKDD-280-MONOMER	100.0	100.0
KGA53230.1	gnl|YPES214092|GKDD-3267-MONOMER	100.0	100.0
KGA53229.1	gnl|YPES214092|GKDD-190-MONOMER	100.0	100.0
KGA53228.1	gnl|YPES214092|GKDD-279-MONOMER	100.0	100.0
KGA53140.1	gnl|YPES214092|GKDD-2109-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2517-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2644-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2653-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2709-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2779-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-3709-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-4031-MONOMER	100.0	100.0
KGA53132.1	gnl|YPES214092|GKDD-2207-MONOMER	100.0	100.0
KGA53133.1	gnl|YPES214092|GKDD-2162-MONOMER	100.0	100.0
KGA53135.1	gnl|YPES214092|GKDD-2164-MONOMER	100.0	100.0
KGA53136.1	gnl|YPES214092|GKDD-2201-MONOMER	100.0	100.0
KGA53137.1	gnl|YPES214092|GKDD-90-MONOMER	100.0	100.0
KGA53138.1	gnl|YPES214092|GKDD-2181-MONOMER	100.0	100.0
KGA53139.1	gnl|YPES214092|GKDD-63-MONOMER	100.0	100.0
KGA53141.1	gnl|YPES214092|GKDD-58-MONOMER	100.0	100.0
KGA53157.1	gnl|YPES214092|GKDD-2168-MONOMER	100.0	100.0
KGA53142.1	gnl|YPES214092|GKDD-2222-MONOMER	100.0	100.0
KGA53143.1	gnl|YPES214092|GKDD-2237-MONOMER	100.0	100.0
KGA53144.1	gnl|YPES214092|GKDD-2113-MONOMER	100.0	100.0
KGA53145.1	gnl|YPES214092|GKDD-2212-MONOMER	100.0	100.0
KGA53146.1	gnl|YPES214092|GKDD-2178-MONOMER	100.0	100.0
KGA53147.1	gnl|YPES214092|GKDD-2156-MONOMER	100.0	100.0
KGA53148.1	gnl|YPES214092|GKDD-2103-MONOMER	100.0	100.0
KGA53149.1	gnl|YPES214092|GKDD-2077-MONOMER	100.0	100.0
KGA53150.1	gnl|YPES214092|GKDD-55-MONOMER	100.0	100.0
KGA53151.1	gnl|YPES214092|GKDD-2134-MONOMER	100.0	100.0
KGA53152.1	gnl|YPES214092|GKDD-2110-MONOMER	100.0	100.0
KGA53153.1	gnl|YPES214092|GKDD-2227-MONOMER	100.0	100.0
KGA53154.1	gnl|YPES214092|GKDD-2135-MONOMER	100.0	100.0
KGA53155.1	gnl|YPES214092|GKDD-2092-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2435-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2318-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2080-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2056-MONOMER	100.0	100.0
KGA53108.1	gnl|YPES214092|GKDD-71-MONOMER	100.0	100.0
KGA53109.1	gnl|YPES214092|GKDD-2076-MONOMER	100.0	100.0
KGA53110.1	gnl|YPES214092|GKDD-2075-MONOMER	100.0	100.0
KGA53111.1	gnl|YPES214092|GKDD-64-MONOMER	100.0	100.0
KGA53112.1	gnl|YPES214092|GKDD-2148-MONOMER	100.0	100.0
KGA53113.1	gnl|YPES214092|GKDD-2238-MONOMER	100.0	100.0
KGA53114.1	gnl|YPES214092|GKDD-2097-MONOMER	100.0	100.0
KGA53115.1	gnl|YPES214092|GKDD-62-MONOMER	100.0	100.0
KGA53116.1	gnl|YPES214092|GKDD-48-MONOMER	100.0	100.0
KGA53117.1	gnl|YPES214092|GKDD-2098-MONOMER	100.0	100.0
KGA53118.1	gnl|YPES214092|GKDD-2204-MONOMER	100.0	100.0
KGA53119.1	gnl|YPES214092|GKDD-2155-MONOMER	100.0	100.0
KGA53120.1	gnl|YPES214092|GKDD-2140-MONOMER	100.0	100.0
KGA53121.1	gnl|YPES214092|GKDD-70-MONOMER	100.0	100.0
KGA53122.1	gnl|YPES214092|GKDD-2145-MONOMER	100.0	100.0
KGA53124.1	gnl|YPES214092|GKDD-2149-MONOMER	100.0	100.0
KGA53125.1	gnl|YPES214092|GKDD-2209-MONOMER	100.0	100.0
KGA53126.1	gnl|YPES214092|GKDD-2136-MONOMER	100.0	100.0
KGA53129.1	gnl|YPES214092|GKDD-2200-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-1422-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-1486-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-1510-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-1516-MONOMER	100.0	100.0
KGA52529.1	gnl|YPES214092|GKDD-3043-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-16-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-1648-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-1888-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-1996-MONOMER	100.0	100.0
KGA53131.1	gnl|YPES214092|GKDD-2024-MONOMER	100.0	100.0
KGA53156.1	gnl|YPES214092|GKDD-2137-MONOMER	100.0	100.0
KGA53160.1	gnl|YPES214092|GKDD-45-MONOMER	100.0	100.0
KGA53227.1	gnl|YPES214092|GKDD-285-MONOMER	100.0	100.0
KGA53210.1	gnl|YPES214092|GKDD-223-MONOMER	100.0	100.0
KGA53196.1	gnl|YPES214092|GKDD-3901-MONOMER	100.0	100.0
KGA53196.1	gnl|YPES214092|GKDD-716-MONOMER	100.0	100.0
KGA53196.1	gnl|YPES214092|GKDD-935-MONOMER	100.0	100.0
KGA53197.1	gnl|YPES214092|GKDD-3301-MONOMER	100.0	100.0
KGA53198.1	gnl|YPES214092|GKDD-3325-MONOMER	100.0	100.0
KGA53199.1	gnl|YPES214092|GKDD-170-MONOMER	100.0	100.0
KGA53200.1	gnl|YPES214092|GKDD-3342-MONOMER	100.0	100.0
KGA53201.1	gnl|YPES214092|GKDD-278-MONOMER	100.0	100.0
KGA53203.1	gnl|YPES214092|GKDD-194-MONOMER	100.0	100.0
KGA53204.1	gnl|YPES214092|GKDD-3288-MONOMER	100.0	100.0
KGA53205.1	gnl|YPES214092|GKDD-175-MONOMER	100.0	100.0
KGA53206.1	gnl|YPES214092|GKDD-292-MONOMER	100.0	100.0
KGA53208.1	gnl|YPES214092|GKDD-212-MONOMER	100.0	100.0
KGA53209.1	gnl|YPES214092|GKDD-3295-MONOMER	100.0	100.0
KGA53211.1	gnl|YPES214092|GKDD-3275-MONOMER	100.0	100.0
KGA53161.1	gnl|YPES214092|GKDD-2117-MONOMER	100.0	100.0
KGA53212.1	gnl|YPES214092|GKDD-249-MONOMER	100.0	100.0
KGA53213.1	gnl|YPES214092|GKDD-206-MONOMER	100.0	100.0
KGA53214.1	gnl|YPES214092|GKDD-3345-MONOMER	100.0	100.0
KGA53215.1	gnl|YPES214092|GKDD-283-MONOMER	100.0	100.0
KGA53216.1	gnl|YPES214092|GKDD-3316-MONOMER	100.0	100.0
KGA53217.1	gnl|YPES214092|GKDD-268-MONOMER	100.0	100.0
KGA53218.1	gnl|YPES214092|GKDD-3314-MONOMER	100.0	100.0
KGA53219.1	gnl|YPES214092|GKDD-261-MONOMER	100.0	100.0
KGA53221.1	gnl|YPES214092|GKDD-3280-MONOMER	100.0	100.0
KGA53222.1	gnl|YPES214092|GKDD-3318-MONOMER	100.0	100.0
KGA53223.1	gnl|YPES214092|GKDD-196-MONOMER	100.0	100.0
KGA53224.1	gnl|YPES214092|GKDD-216-MONOMER	100.0	100.0
KGA53225.1	gnl|YPES214092|GKDD-3283-MONOMER	100.0	100.0
KGA53226.1	gnl|YPES214092|GKDD-3262-MONOMER	100.0	100.0
KGA53196.1	gnl|YPES214092|GKDD-3864-MONOMER	100.0	100.0
KGA53196.1	gnl|YPES214092|GKDD-3762-MONOMER	100.0	100.0
KGA53196.1	gnl|YPES214092|GKDD-3312-MONOMER	100.0	100.0
KGA53196.1	gnl|YPES214092|GKDD-118-MONOMER	100.0	100.0
KGA53162.1	gnl|YPES214092|GKDD-2163-MONOMER	100.0	100.0
KGA53163.1	gnl|YPES214092|GKDD-2233-MONOMER	100.0	100.0
KGA53164.1	gnl|YPES214092|GKDD-2215-MONOMER	100.0	100.0
KGA53165.1	gnl|YPES214092|GKDD-2189-MONOMER	100.0	100.0
KGA53167.1	gnl|YPES214092|GKDD-2079-MONOMER	100.0	100.0
KGA53169.1	gnl|YPES214092|GKDD-2091-MONOMER	100.0	100.0
KGA53172.1	gnl|YPES214092|GKDD-2101-MONOMER	100.0	100.0
KGA53173.1	gnl|YPES214092|GKDD-39-MONOMER	100.0	100.0
KGA53174.1	gnl|YPES214092|GKDD-79-MONOMER	100.0	100.0
KGA53175.1	gnl|YPES214092|GKDD-2170-MONOMER	100.0	100.0
KGA53177.1	gnl|YPES214092|GKDD-49-MONOMER	100.0	100.0
KGA53178.1	gnl|YPES214092|GKDD-2191-MONOMER	100.0	100.0
KGA53179.1	gnl|YPES214092|GKDD-2083-MONOMER	100.0	100.0
KGA53180.1	gnl|YPES214092|GKDD-53-MONOMER	100.0	100.0
KGA53181.1	gnl|YPES214092|GKDD-2150-MONOMER	100.0	100.0
KGA53182.1	gnl|YPES214092|GKDD-2216-MONOMER	100.0	100.0
KGA53183.1	gnl|YPES214092|GKDD-2088-MONOMER	100.0	100.0
KGA53184.1	gnl|YPES214092|GKDD-276-MONOMER	100.0	100.0
KGA53185.1	gnl|YPES214092|GKDD-172-MONOMER	100.0	100.0
KGA53186.1	gnl|YPES214092|GKDD-201-MONOMER	100.0	100.0
KGA53187.1	gnl|YPES214092|GKDD-205-MONOMER	100.0	100.0
KGA53188.1	gnl|YPES214092|GKDD-204-MONOMER	100.0	100.0
KGA53189.1	gnl|YPES214092|GKDD-3258-MONOMER	100.0	100.0
KGA53190.1	gnl|YPES214092|GKDD-265-MONOMER	100.0	100.0
KGA53191.1	gnl|YPES214092|GKDD-3351-MONOMER	100.0	100.0
KGA53192.1	gnl|YPES214092|GKDD-169-MONOMER	100.0	100.0
KGA53193.1	gnl|YPES214092|GKDD-193-MONOMER	100.0	100.0
KGA53194.1	gnl|YPES214092|GKDD-240-MONOMER	100.0	100.0
KGA53195.1	gnl|YPES214092|GKDD-3290-MONOMER	100.0	100.0
KGA53378.1	gnl|YPES214092|GKDD-281-MONOMER	100.0	100.0
KGA53379.1	gnl|YPES214092|GKDD-3293-MONOMER	100.0	100.0
KGA53380.1	gnl|YPES214092|GKDD-258-MONOMER	100.0	100.0
KGA53558.1	gnl|YPES214092|GKDD-2347-MONOMER	100.0	100.0
KGA53544.1	gnl|YPES214092|GKDD-2304-MONOMER	100.0	100.0
KGA53545.1	gnl|YPES214092|GKDD-1862-MONOMER	100.0	100.0
KGA53546.1	gnl|YPES214092|GKDD-1863-MONOMER	100.0	100.0
KGA53547.1	gnl|YPES214092|GKDD-1859-MONOMER	100.0	100.0
KGA53548.1	gnl|YPES214092|GKDD-1839-MONOMER	100.0	100.0
KGA53549.1	gnl|YPES214092|GKDD-1816-MONOMER	100.0	100.0
KGA53550.1	gnl|YPES214092|GKDD-1837-MONOMER	100.0	100.0
KGA53551.1	gnl|YPES214092|GKDD-2308-MONOMER	100.0	100.0
KGA53552.1	gnl|YPES214092|GKDD-2355-MONOMER	100.0	100.0
KGA53553.1	gnl|YPES214092|GKDD-1844-MONOMER	100.0	100.0
KGA53554.1	gnl|YPES214092|GKDD-2278-MONOMER	100.0	100.0
KGA53555.1	gnl|YPES214092|GKDD-2275-MONOMER	100.0	100.0
KGA53556.1	gnl|YPES214092|GKDD-1843-MONOMER	100.0	100.0
KGA53557.1	gnl|YPES214092|GKDD-2319-MONOMER	100.0	100.0
KGA53559.1	gnl|YPES214092|GKDD-2277-MONOMER	100.0	100.0
KGA53577.1	gnl|YPES214092|GKDD-1858-MONOMER	100.0	100.0
KGA53560.1	gnl|YPES214092|GKDD-2316-MONOMER	100.0	100.0
KGA53561.1	gnl|YPES214092|GKDD-2329-MONOMER	100.0	100.0
KGA53562.1	gnl|YPES214092|GKDD-2373-MONOMER	100.0	100.0
KGA53563.1	gnl|YPES214092|GKDD-2353-MONOMER	100.0	100.0
KGA53564.1	gnl|YPES214092|GKDD-2290-MONOMER	100.0	100.0
KGA53566.1	gnl|YPES214092|GKDD-1856-MONOMER	100.0	100.0
KGA53567.1	gnl|YPES214092|GKDD-2309-MONOMER	100.0	100.0
KGA53568.1	gnl|YPES214092|GKDD-2332-MONOMER	100.0	100.0
KGA53569.1	gnl|YPES214092|GKDD-2320-MONOMER	100.0	100.0
KGA53570.1	gnl|YPES214092|GKDD-1840-MONOMER	100.0	100.0
KGA53571.1	gnl|YPES214092|GKDD-1848-MONOMER	100.0	100.0
KGA53572.1	gnl|YPES214092|GKDD-2371-MONOMER	100.0	100.0
KGA53573.1	gnl|YPES214092|GKDD-2360-MONOMER	100.0	100.0
KGA53574.1	gnl|YPES214092|GKDD-2358-MONOMER	100.0	100.0
KGA53543.1	gnl|YPES214092|GKDD-2303-MONOMER	100.0	100.0
KGA53542.1	gnl|YPES214092|GKDD-1847-MONOMER	100.0	100.0
KGA53541.1	gnl|YPES214092|GKDD-2354-MONOMER	100.0	100.0
KGA53540.1	gnl|YPES214092|GKDD-2375-MONOMER	100.0	100.0
KGA53506.1	gnl|YPES214092|GKDD-1855-MONOMER	100.0	100.0
KGA53507.1	gnl|YPES214092|GKDD-2382-MONOMER	100.0	100.0
KGA53508.1	gnl|YPES214092|GKDD-1836-MONOMER	100.0	100.0
KGA53509.1	gnl|YPES214092|GKDD-2338-MONOMER	100.0	100.0
KGA53510.1	gnl|YPES214092|GKDD-2274-MONOMER	100.0	100.0
KGA53511.1	gnl|YPES214092|GKDD-2313-MONOMER	100.0	100.0
KGA53512.1	gnl|YPES214092|GKDD-2292-MONOMER	100.0	100.0
KGA53514.1	gnl|YPES214092|GKDD-2295-MONOMER	100.0	100.0
KGA53515.1	gnl|YPES214092|GKDD-2341-MONOMER	100.0	100.0
KGA53516.1	gnl|YPES214092|GKDD-1851-MONOMER	100.0	100.0
KGA53517.1	gnl|YPES214092|GKDD-1819-MONOMER	100.0	100.0
KGA53518.1	gnl|YPES214092|GKDD-2331-MONOMER	100.0	100.0
KGA53519.1	gnl|YPES214092|GKDD-1815-MONOMER	100.0	100.0
KGA53520.1	gnl|YPES214092|GKDD-2340-MONOMER	100.0	100.0
KGA53521.1	gnl|YPES214092|GKDD-1865-MONOMER	100.0	100.0
KGA53523.1	gnl|YPES214092|GKDD-2300-MONOMER	100.0	100.0
KGA53524.1	gnl|YPES214092|GKDD-1822-MONOMER	100.0	100.0
KGA53525.1	gnl|YPES214092|GKDD-1853-MONOMER	100.0	100.0
KGA53526.1	gnl|YPES214092|GKDD-2282-MONOMER	100.0	100.0
KGA53527.1	gnl|YPES214092|GKDD-1870-MONOMER	100.0	100.0
KGA53528.1	gnl|YPES214092|GKDD-2315-MONOMER	100.0	100.0
KGA53529.1	gnl|YPES214092|GKDD-2314-MONOMER	100.0	100.0
KGA53531.1	gnl|YPES214092|GKDD-2367-MONOMER	100.0	100.0
KGA53532.1	gnl|YPES214092|GKDD-2380-MONOMER	100.0	100.0
KGA53535.1	gnl|YPES214092|GKDD-2330-MONOMER	100.0	100.0
KGA53536.1	gnl|YPES214092|GKDD-2379-MONOMER	100.0	100.0
KGA53537.1	gnl|YPES214092|GKDD-2325-MONOMER	100.0	100.0
KGA53538.1	gnl|YPES214092|GKDD-2378-MONOMER	100.0	100.0
KGA53539.1	gnl|YPES214092|GKDD-2294-MONOMER	100.0	100.0
KGA53576.1	gnl|YPES214092|GKDD-2370-MONOMER	100.0	100.0
KGA53578.1	gnl|YPES214092|GKDD-2365-MONOMER	100.0	100.0
KGA53504.1	gnl|YPES214092|GKDD-1846-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-2759-MONOMER	100.0	100.0
KGA53623.1	gnl|YPES214092|GKDD-730-MONOMER	100.0	100.0
KGA53624.1	gnl|YPES214092|GKDD-702-MONOMER	100.0	100.0
KGA53625.1	gnl|YPES214092|GKDD-669-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-1042-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-1300-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-1337-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-1519-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-1536-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-1714-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-1930-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-2011-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-2187-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-2228-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-2271-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-2836-MONOMER	100.0	100.0
KGA53579.1	gnl|YPES214092|GKDD-2381-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-2909-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3006-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3013-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3113-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3121-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3255-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3457-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3595-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3684-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3795-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-3979-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-516-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-662-MONOMER	100.0	100.0
KGA53626.1	gnl|YPES214092|GKDD-690-MONOMER	100.0	100.0
KGA53622.1	gnl|YPES214092|GKDD-2689-MONOMER	100.0	100.0
KGA53621.1	gnl|YPES214092|GKDD-1092-MONOMER	100.0	100.0
KGA53620.1	gnl|YPES214092|GKDD-686-MONOMER	100.0	100.0
KGA53617.1	gnl|YPES214092|GKDD-673-MONOMER	100.0	100.0
KGA53580.1	gnl|YPES214092|GKDD-1868-MONOMER	100.0	100.0
KGA53582.1	gnl|YPES214092|GKDD-1869-MONOMER	100.0	100.0
KGA53583.1	gnl|YPES214092|GKDD-1810-MONOMER	100.0	100.0
KGA53584.1	gnl|YPES214092|GKDD-2279-MONOMER	100.0	100.0
KGA53585.1	gnl|YPES214092|GKDD-1813-MONOMER	100.0	100.0
KGA53586.1	gnl|YPES214092|GKDD-2346-MONOMER	100.0	100.0
KGA53587.1	gnl|YPES214092|GKDD-1854-MONOMER	100.0	100.0
KGA53588.1	gnl|YPES214092|GKDD-1830-MONOMER	100.0	100.0
KGA53589.1	gnl|YPES214092|GKDD-2327-MONOMER	100.0	100.0
KGA53590.1	gnl|YPES214092|GKDD-1835-MONOMER	100.0	100.0
KGA53591.1	gnl|YPES214092|GKDD-1821-MONOMER	100.0	100.0
KGA53592.1	gnl|YPES214092|GKDD-1809-MONOMER	100.0	100.0
KGA53593.1	gnl|YPES214092|GKDD-1849-MONOMER	100.0	100.0
KGA53595.1	gnl|YPES214092|GKDD-2283-MONOMER	100.0	100.0
KGA53596.1	gnl|YPES214092|GKDD-2359-MONOMER	100.0	100.0
KGA53599.1	gnl|YPES214092|GKDD-1845-MONOMER	100.0	100.0
KGA53600.1	gnl|YPES214092|GKDD-1841-MONOMER	100.0	100.0
